Number of Records,Ace1,Ace2,avgFirstServe1,avgFirstServe2,avgSecServe1,avgSecServe2,Break1,Break2,Country1,Country2,Double1,Double2,Error1,Error2,fastServe1,fastServe2,firstPointWon1,firstPointWon2,firstServe1,firstServe2,Gender,Net1,Net2,Player1,Player2,Results,Return1,Return2,Round,secPointWon1,secPointWon2,Total1,Total2,Winner1,Winner2,Winner,Year
1,8,2,,,,,0.7,0.5,PER,GER,2,6,18,35,,,0.83,0.55,0.71,0.52,m,0.89,0.4,Luis Horna,Bjorn Phau,6-3 6-2 6-1,0.56,0.28,Second,0.47,0.33,82,46,23,8,Luis Horna,2006
1,2,3,189,175,141,141,0.78,0,GER,USA,0,3,20,27,205,199,0.94,0.66,0.54,0.6,m,0.83,0.33,Tommy Haas,Paul Goldstein,6-0 6-1 6-2,0.52,0.19,Second,0.65,0.2,79,41,30,13,Tommy Haas,2006
1,15,4,191,170,143,143,0.56,0.44,GER,SRB,4,6,34,52,215,197,0.79,0.58,0.51,0.55,m,0.67,0.66,Nicolas Kiefer,Boris Pashanski,4-6 6-1 6-4 6-1,0.5,0.36,Second,0.48,0.4,125,95,31,30,Nicolas Kiefer,2006
1,1,5,144,183,141,141,0.28,0.3,ARG,ITA,9,6,33,49,194,210,0.68,0.65,0.78,0.56,m,0.63,0.56,Guillermo Coria,Federico Luzzi,7-6(10) 6-4 6-3,0.45,0.37,Second,0.46,0.43,132,114,47,45,Guillermo Coria,2006
1,11,20,,,,,0.26,0.55,SVK,BEL,12,17,43,78,,,0.8,0.67,0.59,0.57,m,0.71,0.62,Dominik Hrbaty,Dick Norman,6-2 7-5 5-7 4-6 10-8,0.43,0.33,Second,0.48,0.45,203,180,69,70,Dominik Hrbaty,2006
1,3,2,191,188,148,148,0.86,0.33,FRA,ARG,1,4,26,37,213,209,0.87,0.49,0.45,0.61,m,0.77,0.57,Sebastien Grosjean,Juan Monaco,6-4 6-3 6-3,0.46,0.34,Second,0.49,0.62,90,69,17,15,Sebastien Grosjean,2006
1,7,6,,,,,0.33,0.29,BLR,ITA,4,5,36,24,,,0.71,0.67,0.66,0.59,m,0.6,0.63,Max Mirnyi,Davide Sanguinetti,7-5 6-3 4-6 7-6(8),0.36,0.32,Second,0.63,0.59,152,140,64,61,Max Mirnyi,2006
1,13,1,,,,,0.37,1,FRA,RUS,3,7,32,53,,,0.88,0.57,0.49,0.64,m,0.86,0.6,Paul-Henri Mathieu,Alex Jr. Bogomolov,6-0 7-6(5) 6-2,0.5,0.3,Second,0.54,0.36,116,82,37,28,Paul-Henri Mathieu,2006
1,3,0,162,167,128,128,0.57,0.6,RUS,USA,2,9,38,52,201,199,0.67,0.64,0.79,0.59,m,0.75,0.5,Nikolay Davydenko,Kevin Kim,4-6 6-0 6-3 6-2,0.47,0.33,Second,0.67,0.37,115,86,30,16,Nikolay Davydenko,2006
1,14,16,178,188,136,136,0.35,1,ESP,SRB,2,3,27,55,197,210,0.74,0.67,0.62,0.5,m,0.75,0.6,Juan Carlos Ferrero,Janko Tipsarevic,6-3 3-6 5-7 6-3 6-2,0.44,0.34,Second,0.53,0.46,156,136,55,57,Juan Carlos Ferrero,2006
1,9,2,180,183,139,139,0.6,0,SUI,GER,1,5,18,21,201,201,0.76,0.52,0.61,0.64,m,0.8,0.53,Roger Federer,Florian Mayer,6-1 6-4 6-0,0.51,0.3,Second,0.62,0.44,87,56,38,20,Roger Federer,2006
1,5,6,168,183,141,141,0.69,0.42,ESP,ITA,2,11,39,84,197,222,0.65,0.52,0.66,0.51,m,0.56,0.68,David Ferrer,Daniele Bracciali,6-4 6-4 6-7(5) 6-2,0.51,0.41,Second,0.49,0.55,145,118,23,44,David Ferrer,2006
1,8,7,168,170,144,144,0.67,0.33,GER,USA,10,3,58,62,197,197,0.67,0.67,0.5,0.66,m,0.81,0.63,Denis Gremelmayr,Robby Ginepri,2-6 5-7 6-4 6-3 6-3,0.41,0.44,Second,0.46,0.45,163,168,43,51,Denis Gremelmayr,2006
1,1,3,180,172,146,146,0.55,0.2,ARG,GER,1,4,17,39,194,197,0.76,0.71,0.55,0.5,m,0.67,0.51,Gaston Gaudio,Lars Burgsmuller,6-3 6-2 6-3,0.49,0.3,Second,0.64,0.35,93,65,28,27,Gaston Gaudio,2006
1,3,3,191,175,143,143,0.44,0.4,CRO,GER,4,5,22,29,209,210,0.7,0.58,0.52,0.46,m,0.7,0.61,Ivan Ljubicic,Philipp Kohlschreiber,7-5 6-2 6-1,0.49,0.36,Second,0.62,0.49,107,82,35,26,Ivan Ljubicic,2006
1,6,3,173,193,156,156,0.78,0.21,FRA,CZE,3,9,38,56,202,210,0.73,0.65,0.49,0.46,m,0.77,0.58,Gilles Simon,Tomas Berdych,6-3 6-2 4-6 6-2,0.49,0.38,Second,0.54,0.45,135,106,45,33,Gilles Simon,2006
1,12,16,183,185,136,136,0.45,0.4,SWE,BEL,4,3,57,66,213,201,0.75,0.75,0.53,0.47,m,0.8,0.67,Thomas Johansson,Xavier Malisse,6-3 3-6 7-5 4-6 6-3,0.36,0.35,Second,0.53,0.54,153,148,44,57,Thomas Johansson,2006
1,11,11,205,191,170,170,0.44,0,USA,RSA,1,2,9,25,226,212,0.85,0.62,0.62,0.72,m,0.5,0.57,Andy Roddick,Wesley Moodie,7-5 6-3 6-2,0.36,0.22,Second,0.69,0.73,92,71,30,36,Andy Roddick,2006
1,5,9,188,165,144,144,0.47,0.5,USA,FRA,3,6,33,27,209,205,0.77,0.64,0.55,0.61,m,0.67,0.63,James Blake,Jean-Christophe Faurel,2-6 6-1 6-4 6-3,0.47,0.36,Second,0.51,0.43,119,100,41,33,James Blake,2006
1,2,10,176,188,156,156,0.33,0.08,ARG,SUI,3,4,46,52,196,217,0.66,0.65,0.66,0.55,m,0.67,0.69,David Nalbandian,Stanislas Wawrinka,6-4 3-6 6-4 6-2,0.4,0.34,Second,0.72,0.57,136,123,26,46,David Nalbandian,2006
1,5,8,165,181,141,141,0.67,0.33,ESP,RUS,2,5,55,65,202,217,0.69,0.78,0.73,0.54,m,0.83,0.59,Tommy Robredo,Dmitry Tursunov,7-6(4) 3-6 7-6(5) 6-3,0.39,0.33,Second,0.65,0.44,154,140,50,40,Tommy Robredo,2006
1,17,10,193,183,156,156,0.38,0.67,ESP,LUX,5,4,39,43,213,201,0.8,0.66,0.61,0.65,m,0.64,0.58,Feliciano Lopez,Gilles Muller,6-2 6-4 6-7(6) 6-4,0.4,0.33,Second,0.5,0.52,138,125,55,43,Feliciano Lopez,2006
1,4,4,164,180,139,139,0.67,0.2,FIN,TPE,2,2,23,53,197,196,0.72,0.63,0.62,0.5,m,0.67,0.54,Jarkko Nieminen,Jimmy Wang,6-2 7-6(3) 6-2,0.49,0.3,Second,0.7,0.41,107,72,30,28,Jarkko Nieminen,2006
1,10,1,189,176,149,149,0.27,,CRO,CZE,2,1,22,11,210,194,0.91,0.61,0.63,0.65,m,0.84,0.53,Mario Ancic,Jan Hernych,6-1 6-4 6-4,0.4,0.2,Second,0.64,0.62,90,66,42,21,Mario Ancic,2006
1,8,4,,,,,0.64,0.23,FRA,ROU,2,3,18,30,,,0.69,0.56,0.59,0.65,m,0.68,0.52,Fabrice Santoro,Andrei Pavel,6-4 6-1 6-4,0.52,0.41,Second,0.46,0.38,102,81,42,33,Fabrice Santoro,2006
1,8,4,,,,,0.25,0,FRA,ESP,4,6,27,55,,,0.78,0.7,0.75,0.55,m,0.73,0.47,Julien Benneteau,Guillermo Garcia-Lopez,6-4 7-6(3) 6-1,0.39,0.29,Second,0.6,0.56,108,88,23,25,Julien Benneteau,2006
1,6,11,186,183,152,152,0.42,0.55,CYP,CZE,6,4,46,60,213,213,0.72,0.67,0.51,0.57,m,0.47,0.59,Marcos Baghdatis,Radek Stepanek,6-4 6-3 3-6 0-6 7-5,0.39,0.35,Second,0.57,0.54,141,137,43,48,Marcos Baghdatis,2006
1,10,2,181,173,143,143,0.64,0.71,GER,KOR,3,4,44,47,199,194,0.78,0.51,0.5,0.63,m,0.74,0.5,Florian Mayer,Hyung-Taik Lee,6-4 6-1 4-6 6-4,0.49,0.39,First,0.43,0.52,120,100,45,29,Florian Mayer,2006
1,7,12,,,,,0.43,0.67,SVK,AUT,8,9,48,66,,,0.7,0.67,0.58,0.48,m,0.77,0.59,Dominik Hrbaty,Oliver Marach,3-6 4-6 6-2 6-1 6-3,0.49,0.36,First,0.55,0.37,153,126,41,37,Dominik Hrbaty,2006
1,3,1,,,,,0.42,0.5,AUS,ITA,4,3,11,29,,,0.78,0.52,0.55,0.67,m,0.71,0.48,Nathan Healey,Filippo Volandri,6-2 6-3 ret.,0.54,0.26,First,0.68,0.33,70,44,15,14,Nathan Healey,2006
1,6,29,,,,,0.33,0.2,SRB,AUS,0,9,20,33,,,0.74,0.79,0.67,0.47,m,0.82,0.52,Boris Pashanski,Wayne Arthurs,6-3 6-4 4-6 7-6(2),0.37,0.28,First,0.68,0.49,137,119,54,56,Boris Pashanski,2006
1,9,9,,,,,0.5,0.5,SRB,ITA,3,5,38,68,,,0.68,0.71,0.53,0.48,m,0.6,0.76,Janko Tipsarevic,Andreas Seppi,1-6 6-4 4-6 6-2 6-4,0.42,0.4,First,0.51,0.46,142,134,36,48,Janko Tipsarevic,2006
1,14,6,,,,,0.33,0.25,BIH,ITA,8,5,67,34,,,0.71,0.65,0.61,0.75,m,0.66,0.58,Amer Delic,Potito Starace,7-5 6-7(3) 6-3 3-6 6-3,0.36,0.36,First,0.54,0.61,173,168,79,50,Amer Delic,2006
1,3,7,180,193,149,149,0.13,0,ESP,DEN,6,5,30,43,222,213,0.84,0.76,0.63,0.56,m,0.67,0.83,Fernando Verdasco,Kenneth Carlsen,7-6(5) 6-4 6-4,0.37,0.27,First,0.54,0.47,116,101,33,32,Fernando Verdasco,2006
1,2,8,176,191,152,152,0.55,0.33,SUI,UZB,0,3,19,39,202,207,0.83,0.58,0.69,0.64,m,0.81,0.57,Roger Federer,Denis Istomin,6-2 6-3 6-2,0.49,0.25,First,0.57,0.37,91,59,20,15,Roger Federer,2006
1,17,1,,,,,0.75,0.2,BEL,BEL,3,2,26,26,,,0.79,0.54,0.66,0.57,m,0.52,0.56,Kristof Vliegen,Christophe Rochus,6-3 6-1 6-4,0.48,0.32,First,0.47,0.5,91,62,45,13,Kristof Vliegen,2006
1,8,3,170,175,141,141,0.67,0.67,ESP,CZE,0,3,24,28,185,197,0.73,0.54,0.57,0.63,m,0.67,0.53,Juan Carlos Ferrero,Tomas Zib,7-5 6-0 6-2,0.53,0.3,First,0.67,0.37,91,59,31,12,Juan Carlos Ferrero,2006
1,7,5,,,,,0.38,0.75,NED,CZE,5,7,53,55,,,0.78,0.64,0.57,0.46,m,0.74,0.45,Raemon Sluiter,Pavel Snobel,6-4 2-6 6-2 6-4,0.39,0.29,First,0.61,0.58,114,102,29,24,Raemon Sluiter,2006
1,2,6,,,,,0.32,0.23,USA,SRB,7,9,21,68,,,0.71,0.62,0.62,0.62,m,0.61,0.66,Paul Goldstein,Novak Djokovic,6-2 1-6 6-3 6-2,0.46,0.39,First,0.45,0.42,123,107,25,48,Paul Goldstein,2006
1,18,6,,,,,0.46,0.32,BEL,USA,9,9,90,52,,,0.72,0.69,0.63,0.52,m,0.7,0.53,Dick Norman,Zack Fleishman,6-4 7-6(6) 5-7 0-6 6-3,0.39,0.42,First,0.33,0.53,165,175,61,38,Dick Norman,2006
1,1,6,164,181,139,139,0.55,0.5,PER,FRA,2,6,24,42,217,217,0.73,0.7,0.84,0.51,m,0.79,0.55,Luis Horna,Gael Monfils,6-4 7-5 6-1,0.44,0.28,First,0.67,0.42,94,72,27,14,Luis Horna,2006
1,7,4,185,188,148,148,0.6,0.09,GER,FRA,1,4,33,35,205,205,0.79,0.64,0.62,0.5,m,0.88,0.58,Tommy Haas,Richard Gasquet,6-2 7-5 6-2,0.42,0.31,First,0.54,0.51,96,73,28,27,Tommy Haas,2006
1,2,1,,,,,0.5,0.31,ARG,MON,4,9,49,57,,,0.68,0.8,0.58,0.37,m,0.61,0.71,Juan Monaco,Jean-Rene Lisnard,4-6 6-2 6-4 6-3,0.46,0.37,First,0.56,0.4,128,109,35,33,Juan Monaco,2006
1,15,12,180,194,146,146,0.5,0.33,AUS,CZE,2,0,23,36,202,210,0.78,0.81,0.64,0.53,m,0.73,0.56,Peter Luczak,Ivo Minar,7-6(4) 7-6(5) 6-4,0.26,0.25,First,0.68,0.66,106,102,35,42,Peter Luczak,2006
1,5,5,,,,,0.42,0.25,ITA,SWE,1,3,39,63,,,0.77,0.65,0.57,0.54,m,0.54,0.78,Davide Sanguinetti,Jacob Adaktusson,7-6(5) 6-3 6-2,0.46,0.29,First,0.63,0.42,116,88,25,22,Davide Sanguinetti,2006
1,3,7,,,,,0.42,0.4,RUS,ESP,1,2,31,36,,,0.75,0.59,0.64,0.73,m,0.64,0.57,Igor Andreev,Nicolas Almagro,7-5 6-4 6-3,0.41,0.33,First,0.53,0.58,102,85,29,26,Igor Andreev,2006
1,11,8,165,167,138,138,0.43,0.31,AUS,CZE,13,13,61,66,202,194,0.64,0.68,0.58,0.63,m,0.63,0.67,Lleyton Hewitt,Robin Vik,6-4 2-6 5-7 7-6(4) 6-3,0.44,0.46,First,0.36,0.3,173,178,56,66,Lleyton Hewitt,2006
1,6,3,186,196,156,156,0.67,0.5,FRA,AUS,1,9,3,36,205,220,0.74,0.58,0.45,0.59,m,0.65,0.53,Sebastien Grosjean,Mark Philippoussis,6-4 6-2 6-3,0.46,0.25,First,0.76,0.47,90,61,28,26,Sebastien Grosjean,2006
1,11,4,,,,,0.58,0.17,BLR,FRA,7,4,23,17,,,0.73,0.66,0.74,0.76,m,0.6,0.54,Max Mirnyi,Thierry Ascione,6-3 3-6 6-1 6-7(4) 6-0,0.4,0.32,First,0.53,0.42,150,125,54,50,Max Mirnyi,2006
1,11,6,188,181,154,154,0.63,0.54,GER,THA,6,13,48,73,222,205,0.72,0.57,0.47,0.48,m,0.71,0.56,Nicolas Kiefer,Paradorn Srichaphan,6-7(5) 4-6 7-6(5) 6-1 6-2,0.49,0.36,First,0.53,0.4,174,134,43,43,Nicolas Kiefer,2006
1,11,5,,,,,0.57,0.29,FRA,FRA,3,2,37,47,,,0.73,0.71,0.58,0.57,m,0.63,0.71,Paul-Henri Mathieu,Arnaud Clement,6-3 7-6(4) 6-3,0.43,0.36,First,0.52,0.39,106,89,31,23,Paul-Henri Mathieu,2006
1,8,0,,,,,0.5,0.67,ITA,CRC,2,1,32,20,,,0.87,0.61,0.55,0.6,m,0.82,0.53,Federico Luzzi,Juan-Antonio Marin,6-1 6-4 7-5,0.42,0.31,First,0.46,0.53,91,73,46,23,Federico Luzzi,2006
1,2,9,,,,,0.71,0,BEL,FRA,0,2,7,30,,,0.71,0.67,0.66,0.58,m,0.71,0.47,Olivier Rochus,Michael Llodra,6-4 6-2 6-2,0.44,0.25,First,0.84,0.42,89,62,31,38,Olivier Rochus,2006
1,1,7,183,181,141,141,0.63,0,ARG,GBR,1,1,22,43,194,209,0.7,0.64,0.64,0.51,m,0.68,0.69,Juan Ignacio Chela,Andy Murray,6-1 6-3 6-3,0.45,0.31,First,0.67,0.45,93,68,20,28,Juan Ignacio Chela,2006
1,2,6,,,,,0.67,0.53,GER,ARG,5,6,69,50,,,0.63,0.6,0.51,0.57,m,0.66,0.51,Bjorn Phau,Carlos Berlocq,6-4 7-6(3) 2-6 7-6(4),0.45,0.43,First,0.51,0.49,138,132,49,25,Bjorn Phau,2006
1,2,9,138,176,143,143,0.43,0.42,ARG,ROU,17,7,50,51,188,201,0.57,0.54,0.69,0.68,m,0.69,0.51,Guillermo Coria,Victor Hanescu,6-4 1-6 4-6 6-2 6-1,0.53,0.51,First,0.24,0.27,156,148,54,54,Guillermo Coria,2006
1,7,10,164,175,151,151,0.69,0.36,RUS,CHI,10,14,55,85,189,213,0.64,0.71,0.71,0.55,m,0.51,0.69,Alex Jr. Bogomolov,Fernando Gonzalez,4-6 7-6(6) 6-3 6-7(3) 7-5,0.4,0.43,First,0.34,0.38,195,200,53,80,Alex Jr. Bogomolov,2006
1,5,31,168,204,173,173,0.27,0.22,RUS,CRO,4,4,29,62,207,225,0.73,0.79,0.81,0.64,m,0.75,0.5,Nikolay Davydenko,Ivo Karlovic,7-5 4-6 3-6 7-5 6-3,0.33,0.29,First,0.55,0.41,165,156,41,64,Nikolay Davydenko,2006
1,8,2,,,,,0.67,0.13,USA,ISR,6,4,27,40,,,0.72,0.58,0.62,0.63,m,0.67,0.61,Kevin Kim,Harel Levy,6-4 6-4 6-0,0.5,0.34,First,0.54,0.37,108,79,45,24,Kevin Kim,2006
1,3,2,,,,,0.7,0.4,GER,GER,5,3,43,33,,,0.68,0.67,0.57,0.57,m,0.6,0.58,Lars Burgsmuller,Rainer Schuettler,3-6 6-3 7-6(2) 6-3,0.43,0.42,First,0.44,0.44,119,113,37,42,Lars Burgsmuller,2006
1,6,1,185,167,138,138,0.45,0.5,ARG,ROU,2,9,11,21,202,186,0.83,0.57,0.55,0.51,m,0.6,0.38,Gaston Gaudio,Razvan Sabau,6-2 5-0 ret.,0.58,0.31,First,0.53,0.27,55,32,19,4,Gaston Gaudio,2006
1,13,4,,,,,0.26,0,ESP,GER,1,5,38,49,,,0.83,0.64,0.54,0.59,m,0.67,0.69,Feliciano Lopez,Tomas Behrend,6-2 7-5 6-3,0.43,0.26,First,0.64,0.47,112,87,36,22,Feliciano Lopez,2006
1,11,2,,,,,0.6,0.09,ITA,TPE,3,4,34,40,,,0.8,0.58,0.57,0.57,m,0.69,0,Daniele Bracciali,Yen-Hsun Lu,6-1 7-6(4) 6-2,0.52,0.33,First,0.49,0.33,104,70,39,12,Daniele Bracciali,2006
1,9,6,178,193,151,151,0.32,0.4,CRO,ARG,4,7,36,39,209,213,0.78,0.68,0.57,0.51,m,0.54,0.64,Mario Ancic,Agustin Calleri,6-4 4-6 6-3 6-4,0.41,0.37,First,0.43,0.5,125,115,33,43,Mario Ancic,2006
1,3,2,,,,,0.5,0.6,ESP,FRA,4,4,37,69,,,0.61,0.64,0.65,0.63,m,0.58,0.64,David Ferrer,Florent Serra,4-6 6-3 6-1 6-4,0.51,0.42,First,0.51,0.24,141,121,39,35,David Ferrer,2006
1,1,0,,,,,0.44,0.5,FRA,USA,1,7,15,45,,,0.68,0.58,0.57,0.54,m,0.75,0.62,Fabrice Santoro,Vince Spadea,3-6 6-0 6-2 6-3,0.5,0.33,First,0.65,0.41,113,84,42,47,Fabrice Santoro,2006
1,7,17,,,,,0.43,1,FRA,GER,4,5,17,32,,,0.77,0.7,0.72,0.68,m,0.76,0.51,Jean-Christophe Faurel,Alexander Waske,7-6(5) 6-3 7-6(2),0.41,0.3,First,0.52,0.36,120,102,50,39,Jean-Christophe Faurel,2006
1,1,3,181,180,148,148,0.57,0.75,USA,AUT,4,1,18,29,202,207,0.78,0.46,0.51,0.52,m,0.71,0.46,Robby Ginepri,Jurgen Melzer,6-1 6-4 6-2,0.57,0.36,First,0.5,0.41,85,55,23,22,Robby Ginepri,2006
1,5,4,,,,,0.31,0.3,CZE,ESP,4,5,65,25,,,0.71,0.66,0.71,0.67,m,0.68,0.61,Jan Hernych,Fernando Vicente,2-6 6-3 7-6(5) 6-2,0.39,0.36,First,0.49,0.5,138,128,60,22,Jan Hernych,2006
1,1,3,,,,,0.86,0,CZE,SWE,1,2,21,32,,,0.71,0.5,0.58,0.59,m,0.67,0.67,Radek Stepanek,Bjorn Rehnquist,6-1 6-2 6-2,0.52,0.28,First,0.73,0.45,79,46,20,14,Radek Stepanek,2006
1,21,6,,,,,0.25,0.1,RSA,ESP,9,1,40,33,,,0.77,0.7,0.63,0.64,m,0.46,0.65,Wesley Moodie,Oscar Hernandez,3-6 7-6(5) 6-4 6-2,0.35,0.31,First,0.55,0.56,139,129,56,53,Wesley Moodie,2006
1,13,10,185,189,157,157,0.31,0.13,SWE,FRA,3,5,23,53,213,207,0.82,0.64,0.54,0.5,m,1,0.5,Thomas Johansson,Cyril Saulnier,6-1 7-6(3) 6-4,0.43,0.28,First,0.58,0.47,116,90,40,40,Thomas Johansson,2006
1,9,13,183,204,172,172,0.67,0.38,ESP,USA,4,7,12,26,202,231,0.79,0.8,0.64,0.52,m,0.7,0.58,Guillermo Garcia-Lopez,Taylor Dent,7-6(4) 6-3 7-6(4),0.38,0.32,First,0.47,0.43,108,94,44,38,Guillermo Garcia-Lopez,2006
1,10,8,,,,,0.27,0.2,ESP,CZE,4,10,17,44,,,0.73,0.71,0.72,0.66,m,0.69,0.72,Tommy Robredo,Jiri Vanek,6-4 7-6(6) 6-3,0.41,0.32,First,0.55,0.37,116,99,35,46,Tommy Robredo,2006
1,5,10,167,175,146,146,0.6,0.24,ARG,THA,6,11,61,54,194,197,0.66,0.64,0.62,0.56,m,0.78,0.5,David Nalbandian,Danai Udomchoke,6-2 6-2 1-6 6-7(4) 6-1,0.44,0.41,First,0.44,0.38,165,150,47,35,David Nalbandian,2006
1,24,10,,,,,0.67,0.2,CZE,USA,7,10,58,47,,,0.8,0.67,0.53,0.57,m,0.63,0.62,Tomas Berdych,Bobby Reynolds,7-5 6-3 6-7(2) 6-1,0.44,0.36,First,0.45,0.42,147,124,59,30,Tomas Berdych,2006
1,7,5,194,180,151,151,0.5,0.38,RUS,GBR,8,5,41,31,218,205,0.73,0.6,0.56,0.65,m,0.56,0.56,Dmitry Tursunov,Tim Henman,5-7 6-3 6-4 7-5,0.46,0.42,First,0.4,0.43,153,140,67,39,Dmitry Tursunov,2006
1,4,3,181,181,148,148,0.35,0.29,TPE,ARG,2,8,18,52,202,201,0.72,0.6,0.61,0.51,m,0.7,0.63,Jimmy Wang,Mariano Zabaleta,6-2 7-5 4-1 ret.,0.49,0.31,First,0.66,0.42,97,70,20,22,Jimmy Wang,2006
1,11,11,186,194,151,151,0.35,0.31,USA,ARG,2,3,40,42,204,212,0.7,0.64,0.55,0.53,m,0.78,0.63,James Blake,Jose Acasuso,6-2 6-3 4-6 7-6(4),0.41,0.38,First,0.53,0.53,134,123,43,45,James Blake,2006
1,4,2,,,,,0.6,0,FRA,BRA,1,3,14,25,,,0.74,0.49,0.7,0.72,m,0.92,0.71,Julien Benneteau,Marcos Daniel,6-2 6-1 3-0 ret.,0.57,0.24,First,0.8,0.29,72,38,25,9,Julien Benneteau,2006
1,12,8,,,,,0.38,0.29,GER,CZE,1,2,23,37,,,0.84,0.57,0.54,0.55,m,0.6,0.52,Philipp Kohlschreiber,Lukas Dlouhy,7-5 6-2 6-4,0.46,0.27,First,0.59,0.5,102,72,37,24,Philipp Kohlschreiber,2006
1,10,6,,,,,0.75,0.5,SUI,ESP,6,4,40,37,,,0.85,0.64,0.53,0.6,m,0.64,0.56,Stanislas Wawrinka,Albert Montanes,4-6 6-2 6-3 6-0,0.4,0.31,First,0.51,0.56,106,86,37,22,Stanislas Wawrinka,2006
1,2,4,,,,,0.88,0.5,FIN,AUS,2,4,23,30,,,0.73,0.58,0.73,0.46,m,0.91,0.56,Jarkko Nieminen,Marc Kimmich,6-2 6-3 6-1,0.51,0.34,First,0.48,0.42,85,59,23,24,Jarkko Nieminen,2006
1,8,4,,,,,0.73,0.4,GER,SWE,2,6,19,53,,,0.75,0.54,0.55,0.53,m,0.6,0.6,Denis Gremelmayr,Jonas Bjorkman,3-6 6-2 6-0 6-1,0.53,0.34,First,0.55,0.39,113,78,35,27,Denis Gremelmayr,2006
1,13,23,189,199,156,156,0.2,0.33,CRO,AUS,1,5,9,17,210,222,0.84,0.82,0.63,0.61,m,0.75,0.6,Ivan Ljubicic,Chris Guccione,7-6(5) 6-4 7-6(3),0.32,0.23,First,0.66,0.46,117,103,50,45,Ivan Ljubicic,2006
1,0,8,175,178,144,144,0.27,0.75,ROU,ESP,3,4,55,66,202,217,0.7,0.7,0.68,0.55,m,0.69,0.6,Andrei Pavel,Carlos Moya,6-4 7-6(5) 4-6 3-6 6-4,0.39,0.39,First,0.41,0.47,161,166,44,54,Andrei Pavel,2006
1,7,3,,,,,0.47,0.46,BEL,RUS,2,9,37,67,,,0.75,0.63,0.49,0.5,m,0.81,0.62,Xavier Malisse,Mikhail Youzhny,7-5 5-7 6-4 6-2,0.46,0.38,First,0.5,0.44,137,115,31,37,Xavier Malisse,2006
1,7,2,201,181,143,143,0.67,0.33,USA,SUI,2,2,23,26,218,196,0.85,0.6,0.58,0.58,m,0.56,0.59,Andy Roddick,Michael Lammer,6-4 6-2 6-2,0.5,0.32,First,0.45,0.35,91,62,29,19,Andy Roddick,2006
1,4,8,,,,,0.4,0.5,CYP,USA,4,4,21,34,,,0.87,0.6,0.46,0.54,m,0.38,0.49,Marcos Baghdatis,Justin Gimelstob,7-6(6) 7-5 6-0,0.46,0.3,First,0.56,0.46,110,85,40,26,Marcos Baghdatis,2006
1,8,7,,,,,0.38,0.41,FRA,CHI,3,4,65,73,,,0.67,0.63,0.53,0.59,m,0.72,0.71,Gilles Simon,Nicolas Massu,7-6(6) 6-2 3-6 4-6 6-3,0.44,0.41,First,0.5,0.47,180,172,61,44,Gilles Simon,2006
1,5,6,,,,,0.3,1,SUI,CHI,1,3,19,28,,,0.82,0.69,0.58,0.61,m,0.79,0.64,Roger Federer,Fernando Gonzalez,7-6(2) 6-4 6-4,0.4,0.2,Final,0.78,0.46,120,93,45,31,Roger Federer,2007
1,9,0,,,,,0.58,,CHI,GER,0,4,3,21,,,0.87,0.63,0.63,0.6,m,0.72,0.55,Fernando Gonzalez,Tommy Haas,6-1 6-3 6-1,0.51,0.22,semi,0.64,0.26,82,45,42,20,Fernando Gonzalez,2007
1,10,4,,,,,1,1,SUI,USA,2,2,12,18,,,0.81,0.54,0.51,0.63,m,0.91,0.29,Roger Federer,Andy Roddick,6-4 6-0 6-2,0.55,0.25,semi,0.68,0.29,83,45,45,11,Roger Federer,2007
1,9,5,,,,,0.38,0.6,GER,RUS,8,2,45,33,,,0.69,0.62,0.59,0.7,m,0.58,0.78,Tommy Haas,Nikolay Davydenko,6-3 2-6 1-6 6-1 7-5,0.4,0.37,quarter,0.48,0.55,134,132,40,43,Tommy Haas,2007
1,10,1,,,,,0.63,0,CHI,ESP,0,2,16,21,,,0.73,0.7,0.66,0.71,m,0.8,0.65,Fernando Gonzalez,Rafael Nadal,6-2 6-4 6-3,0.4,0.31,quarter,0.61,0.35,89,73,41,14,Fernando Gonzalez,2007
1,5,4,,,,,0.5,0.5,SUI,ESP,1,4,31,28,,,0.72,0.63,0.63,0.61,m,0.73,0.57,Roger Federer,Tommy Robredo,6-3 7-6(2) 7-5,0.47,0.33,quarter,0.58,0.37,119,94,42,17,Roger Federer,2007
1,10,12,,,,,0.54,1,USA,USA,2,5,2,26,,,0.92,0.65,0.62,0.44,m,0.82,0.53,Andy Roddick,Mardy Fish,6-2 6-2 6-2,0.54,0.23,quarter,0.52,0.31,85,46,25,28,Andy Roddick,2007
1,16,9,,,,,0.55,0.29,GER,ARG,2,6,28,25,,,0.76,0.63,0.71,0.55,m,0.82,0.74,Tommy Haas,David Nalbandian,4-6 6-3 6-2 6-3,0.43,0.33,Fourth,0.45,0.49,127,104,56,41,Tommy Haas,2007
1,8,6,,,,,0.43,0.25,RUS,CZE,5,7,47,60,,,0.76,0.68,0.58,0.57,m,0.86,0.52,Nikolay Davydenko,Tomas Berdych,5-7 6-4 6-1 7-6(5),0.41,0.33,Fourth,0.56,0.46,139,118,40,24,Nikolay Davydenko,2007
1,18,8,,,,,0.38,0.38,CHI,USA,1,6,24,34,,,0.75,0.75,0.7,0.5,m,0.75,0.69,Fernando Gonzalez,James Blake,7-5 6-4 7-6(4),0.4,0.31,Fourth,0.55,0.46,114,99,52,44,Fernando Gonzalez,2007
